MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
8,6,0,1300-1359,4,4,12,143,Southwest Airlines Co.,5935,114987,1221,800302,13382999,6.178236301460919e-05,9.889412309998219e-05,17,Portland International,45.589,-122.595,Metropolitan Oakland International,0.0,0.0,0.0,88.0,8.28,0.19254972966813122,0.15739317553027973,0.16186967124116694,0.1977445339470656
4,3,1,2100-2159,3,3,90,143,Southwest Airlines Co.,32678,110752,3345,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,17,Atlanta Municipal,33.641,-84.427,Logan International,0.0,0.0,0.0,82.0,8.72,0.2157258332116643,0.2271236285488067,0.12761567933981727,0.2638400874521746
1,5,0,1900-1959,6,4,18,175,Southwest Airlines Co.,5092,107363,3003,642980,13382999,6.178236301460919e-05,9.889412309998219e-05,6,Lambert-St. Louis International,38.747,-90.364,McCarran International,0.0,0.0,0.0,51.0,6.04,0.1724374357216318,0.16674023394394175,0.17172256567191768,0.24791896499849564
11,1,0,1300-1359,9,4,21,175,Southwest Airlines Co.,7286,108130,3155,1023434,13382999,6.178236301460919e-05,9.889412309998219e-05,1,San Diego International Lindbergh Fl,32.733,-117.187,San Antonio International,0.0,0.0,0.0,68.0,3.36,0.1730562327209337,0.1304920913884007,0.15229332867485781,0.15530731755327
12,4,1,1900-1959,7,4,19,120,United Air Lines Inc.,5594,51152,62,642980,8501631,0.00025380424062159367,0.00022898547349326266,21,Lambert-St. Louis International,38.747,-90.364,San Francisco International,0.0,0.0,0.0,61.0,5.82,0.19380849532037436,0.2935894758822301,0.18161763307532852,0.3021548662088563
4,1,0,1000-1059,3,2,29,120,United Air Lines Inc.,14138,51763,823,1208249,8501631,0.00025380424062159367,0.00022898547349326266,21,LaGuardia,40.779,-73.876,Chicago O'Hare International,0.0,0.0,0.0,46.0,15.21,0.18322289581277315,0.19767188859878154,0.2379718670466495,0.14777310187620551
9,3,0,0900-0959,2,3,15,143,Southwest Airlines Co.,7620,107436,3368,1023434,13382999,6.178236301460919e-05,9.889412309998219e-05,19,San Diego International Lindbergh Fl,32.733,-117.187,McCarran International,0.0,0.0,0.0,76.0,5.82,0.12482946793997271,0.13518518518518519,0.1282981267437226,0.10255390597384234
8,2,0,0600-0659,3,1,23,76,"Midwest Airline, Inc.",7044,28070,430,732595,1529740,1.25293581928874e-06,0.00012382274422796983,12,Nashville International,36.127,-86.682,NONE,0.0,0.0,0.0,87.0,8.05,0.19564981557821653,0.18786731291566006,0.21854794364701643,0.07010895310279489
8,5,0,0600-0659,6,1,27,175,Southwest Airlines Co.,9144,114987,6030,1093478,13382999,6.178236301460919e-05,9.889412309998219e-05,2,Friendship International,39.176,-76.671,NONE,0.0,0.0,0.0,91.0,8.72,0.19254972966813122,0.18786731291566006,0.21104137238055018,0.07010895310279489
2,7,0,1800-1859,5,2,25,172,American Airlines Inc.,13281,70199,4402,1827202,11744595,9.82082928995461e-05,0.00017728721959309724,10,Phoenix Sky Harbor International,33.436,-112.009,John F. Kennedy International,0.31,0.0,0.0,67.0,5.59,0.2008435808116842,0.18291380625476736,0.19104526288815896,0.2950484673827613
5,1,1,2100-2159,3,4,32,160,American Airlines Inc.,7357,78894,4010,1413432,11744595,9.82082928995461e-05,0.00017728721959309724,19,Miami International,25.792,-80.286,LaGuardia,0.2,0.0,0.0,94.0,8.05,0.25727301346271364,0.21438316117715844,0.19366788878704552,0.3183623586923312
5,7,0,0800-0859,7,1,40,180,Delta Air Lines Inc.,14131,85579,1248,1908862,12460183,0.0001441658849878598,0.0001486602009422039,1,San Francisco International,37.619,-122.375,NONE,0.0,0.0,0.0,64.0,13.65,0.14134077232135026,0.18786731291566006,0.2113310467374685,0.11103341675253937
3,2,0,2100-2159,3,6,7,158,Delta Air Lines Inc.,13492,84142,5279,1486066,12460183,0.0001441658849878598,0.0001486602009422039,23,Detroit Metro Wayne County,42.217,-83.344,Bradley International,0.0,0.1,0.0,22.0,14.99,0.12407527113409467,0.14408725602755454,0.13286823228849365,0.22954580211041445
2,3,0,1600-1659,3,4,24,143,Southwest Airlines Co.,10502,94922,1153,955406,13382999,6.178236301460919e-05,9.889412309998219e-05,16,Ronald Reagan Washington National,38.852,-77.037,Louis Armstrong New Orleans International,0.0,0.0,0.0,39.0,5.82,0.25888729226540047,0.18654434250764526,0.23188882312969905,0.271396516721872
10,2,0,1200-1259,1,2,27,124,United Air Lines Inc.,5961,54923,2541,780326,8501631,0.00025380424062159367,0.00022898547349326266,21,Washington Dulles International,38.942,-77.458,Cleveland-Hopkins International,0.04,0.0,0.0,67.0,10.96,0.1563762728301277,0.12599515403253722,0.1350905059210216,0.16448152562574495
11,2,0,1400-1459,2,4,22,76,"Midwest Airline, Inc.",11105,27026,2051,1708599,1529740,1.25293581928874e-06,0.00012382274422796983,4,Newark Liberty International,40.696,-74.172,Douglas Municipal,0.03,0.0,0.0,55.0,14.09,0.11452864642775622,0.15125558239988285,0.15312997191176758,0.16527816347310934
3,5,0,0600-0659,4,1,8,76,"Midwest Airline, Inc.",4883,26929,31,589072,1529740,1.25293581928874e-06,0.00012382274422796983,5,William P Hobby,29.645,-95.279,NONE,0.0,0.0,0.0,80.0,11.18,0.1388417599819025,0.18786731291566006,0.20171141658757616,0.06481628127969591
5,4,0,2000-2059,5,6,40,160,American Airlines Inc.,14585,78894,4704,1827202,11744595,9.82082928995461e-05,0.00017728721959309724,20,Phoenix Sky Harbor International,33.436,-112.009,Newark Liberty International,0.0,0.0,0.0,88.0,5.59,0.25727301346271364,0.25909034882287685,0.2508514599700286,0.29470027695629725
11,5,0,2100-2159,11,4,1,199,Delta Air Lines Inc.,1267,79989,108,222594,12460183,0.0001441658849878598,0.0001486602009422039,27,Anchorage International,61.169,-149.985,Minneapolis-St Paul International,0.0,0.0,0.0,48.0,4.7,0.10088231967120395,0.13396139705882354,0.15372196735985677,0.19325461140696149
8,3,0,2000-2059,1,7,13,143,Southwest Airlines Co.,6143,114987,5671,673221,13382999,6.178236301460919e-05,9.889412309998219e-05,13,Dallas Love Field,32.847,-96.853,Memphis International,0.1,0.0,0.0,96.0,5.59,0.19254972966813122,0.18068331143232588,0.22167235494880547,0.3075936612622515
11,5,1,1200-1259,1,5,10,76,Endeavor Air Inc.,4165,20783,370,385767,1212846,0.0,9.351277617445623e-05,11,Pittsburgh International,40.497,-80.236,Detroit Metro Wayne County,0.0,0.0,0.0,36.0,6.71,0.12111139521009119,0.14216058077798244,0.15372196735985677,0.14430885482259956
3,1,0,1900-1959,2,5,22,76,SkyWest Airlines Inc.,11006,68810,656,1960746,3472966,3.419267401443636e-05,9.900278805864171e-05,1,Seattle International,47.447,-122.306,Salt Lake City International,0.16,0.0,0.0,60.0,9.17,0.17960719003043704,0.14728237487451598,0.1608678955453149,0.24370177558798922
3,4,1,1200-1259,4,4,11,143,Southwest Airlines Co.,5102,114119,1795,564680,13382999,6.178236301460919e-05,9.889412309998219e-05,11,Louis Armstrong New Orleans International,29.991,-90.251,William P Hobby,0.0,0.0,0.0,64.0,8.72,0.2043892222493479,0.22038404726735597,0.17945184504670036,0.17969758820344067
6,2,0,2000-2059,3,8,10,143,Southwest Airlines Co.,4232,112879,2451,525035,13382999,6.178236301460919e-05,9.889412309998219e-05,14,Sacramento International,38.696,-121.59,San Diego International Lindbergh Fl,0.0,0.0,0.0,101.0,3.8,0.2597746164719308,0.21098783106657124,0.23238814664486912,0.37173557580004674
7,1,0,1300-1359,7,2,8,129,Allegiant Air,4154,11745,396,364314,1257616,1.3252580061983643e-05,0.00010774347590392701,11,Cincinnati/Northern Kentucky International,39.048,-84.669,McCarran International,0.02,0.0,0.0,89.0,8.05,0.1880520688052069,0.20357578220235675,0.2199389713578136,0.19782147142989015
7,1,0,2100-2159,2,9,20,143,Southwest Airlines Co.,14046,117728,5964,1903352,13382999,6.178236301460919e-05,9.889412309998219e-05,18,McCarran International,36.08,-115.152,Salt Lake City International,0.0,0.0,0.0,112.0,10.29,0.21594507669470558,0.13851160158460668,0.2199389713578136,0.3317922415661345
2,2,0,1800-1859,4,5,8,143,Southwest Airlines Co.,2928,94922,1184,401950,13382999,6.178236301460919e-05,9.889412309998219e-05,14,San Antonio International,29.533,-98.469,McCarran International,0.0,0.0,0.0,66.0,8.28,0.25888729226540047,0.27188996684268696,0.20574501515922722,0.2950484673827613
9,4,0,1900-1959,10,3,10,154,United Air Lines Inc.,5646,51239,2191,780326,8501631,0.00025380424062159367,0.00022898547349326266,11,Washington Dulles International,38.942,-77.458,San Francisco International,0.01,0.0,0.0,89.0,3.8,0.16761816443040542,0.21743520700100977,0.16732145635599813,0.19799548000393044
11,5,0,1100-1159,5,2,9,143,Southwest Airlines Co.,5954,108130,5542,673221,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Dallas Love Field,32.847,-96.853,Logan International,0.0,0.0,0.0,63.0,1.79,0.1730562327209337,0.156703623271231,0.15372196735985677,0.12955447728275254
8,5,1,1500-1559,5,5,51,143,Southwest Airlines Co.,23099,114987,6371,2743323,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Stapleton International,39.774,-104.88,Will Rogers World,0.0,0.0,0.0,88.0,7.16,0.19254972966813122,0.15471167369901548,0.21104137238055018,0.245737460685317
3,4,0,1800-1859,3,4,49,143,Southwest Airlines Co.,33799,114119,3530,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,19,Atlanta Municipal,33.641,-84.427,Chicago Midway International,0.0,0.0,0.0,61.0,11.86,0.2043892222493479,0.27287923109068113,0.17945184504670036,0.24054716737643567
9,7,0,1800-1859,3,6,40,44,American Eagle Airlines Inc.,19380,26473,455,2006675,1204766,0.00034840766560500434,0.00010686715174900371,18,Douglas Municipal,35.219,-80.936,Fayetteville Regional/Grannis Field,0.0,0.0,0.0,96.0,2.24,0.14678137499056676,0.18786731291566006,0.12687625287243925,0.20512938153789687
1,5,0,1700-1759,2,3,7,50,Endeavor Air Inc.,1876,19857,200,165894,1212846,0.0,9.351277617445623e-05,16,Norfolk International,36.896,-76.201,John F. Kennedy International,0.0,0.0,0.0,39.0,9.17,0.19872727272727272,0.18679298642533937,0.17172256567191768,0.22953882610280715
2,5,0,2300-2359,8,4,20,160,American Airlines Inc.,15964,70199,3082,2780593,11744595,9.82082928995461e-05,0.00017728721959309724,4,Los Angeles International,33.942,-118.408,Orlando International,0.13,0.0,0.0,60.0,9.17,0.2008435808116842,0.231496062992126,0.23696468512096525,0.2177579365079365
7,6,0,1400-1459,1,3,10,66,SkyWest Airlines Inc.,5978,72721,216,690385,3472966,3.419267401443636e-05,9.900278805864171e-05,10,Austin - Bergstrom International,30.194,-97.67,Houston Intercontinental,0.0,0.0,0.0,94.0,4.47,0.18837350060526026,0.23101563972112305,0.20331257623419144,0.2315238718116416
11,2,0,1400-1459,4,3,17,187,American Airlines Inc.,8495,77179,523,1391212,11744595,9.82082928995461e-05,0.00017728721959309724,7,Fort Lauderdale-Hollywood International,26.074,-80.152,Philadelphia International,0.0,0.0,0.0,77.0,4.25,0.14230237360056072,0.12311557788944724,0.15312997191176758,0.16527816347310934
6,6,0,0800-0859,6,2,29,76,Endeavor Air Inc.,10606,21319,1923,1680928,1212846,0.0,9.351277617445623e-05,11,John F. Kennedy International,40.639,-73.777,Logan International,0.0,0.0,0.0,80.0,9.4,0.2544042748601486,0.2435042538514601,0.23068835866640533,0.1316486879922362
7,1,0,0800-0859,10,1,33,168,Delta Air Lines Inc.,10704,90457,2868,1680928,12460183,0.0001441658849878598,0.0001486602009422039,26,John F. Kennedy International,40.639,-73.777,NONE,0.0,0.0,0.0,89.0,7.38,0.19021873914984375,0.18786731291566006,0.2199389713578136,0.11304974765681326
7,2,0,2300-2359,9,6,6,180,Delta Air Lines Inc.,6008,90457,883,800302,12460183,0.0001441658849878598,0.0001486602009422039,0,Portland International,45.589,-122.595,Detroit Metro Wayne County,0.0,0.0,0.0,80.0,4.7,0.19021873914984375,0.20249003984063746,0.20201193470140924,0.27538103849134593
4,5,0,1400-1459,2,4,32,50,SkyWest Airlines Inc.,17522,67082,2505,2780593,3472966,3.419267401443636e-05,9.900278805864171e-05,18,Los Angeles International,33.942,-118.408,Medford Jackson County,0.0,0.0,0.0,63.0,8.5,0.1546512650620071,0.18786731291566006,0.2324257329873349,0.22215001856665428
9,7,0,0700-0759,2,1,6,149,Delta Air Lines Inc.,1124,81338,215,89733,12460183,0.0001441658849878598,0.0001486602009422039,27,Piedmont Triad International,36.092,-79.943,NONE,0.0,0.0,0.0,94.0,4.92,0.1018050809686525,0.18786731291566006,0.12687625287243925,0.07147673634524612
3,6,1,2100-2159,9,5,20,145,Spirit Air Lines,13625,17034,1333,1903352,2688839,9.173723925704242e-06,0.00012465107307156237,12,McCarran International,36.08,-115.152,Logan International,0.0,0.0,0.0,61.0,6.04,0.1319102353585112,0.19610344427693377,0.19045586952891627,0.22954580211041445
11,1,0,1500-1559,3,4,24,187,American Airlines Inc.,19569,77179,8432,2006675,11744595,9.82082928995461e-05,0.00017728721959309724,17,Douglas Municipal,35.219,-80.936,Tampa International,0.0,0.0,0.0,68.0,8.05,0.14230237360056072,0.11628425038984183,0.15229332867485781,0.16907735154074208
8,6,0,1500-1559,1,8,3,123,Hawaiian Airlines Inc.,2437,7348,1323,301832,905990,0.00012049421761126928,0.00019784966571132842,21,Kahului Airport,20.901,-156.434,Honolulu International,0.0,0.0,0.0,91.0,13.2,0.07566334991708126,0.09512341962673089,0.16186967124116694,0.245737460685317
7,7,0,1500-1559,3,3,2,90,Comair Inc.,1432,24403,427,106382,1245396,0.0,8.999810569042966e-05,3,Greenville-Spartanburg,34.899,-82.214,Philadelphia International,0.0,0.0,0.0,89.0,4.25,0.21429614485981308,0.24362527716186252,0.22253848170480506,0.25547875927174646
11,7,0,1200-1259,2,2,61,180,Delta Air Lines Inc.,31151,79989,19506,4365661,12460183,0.0001441658849878598,0.0001486602009422039,5,Atlanta Municipal,33.641,-84.427,Louis Armstrong New Orleans International,0.0,0.0,0.0,54.0,12.3,0.10088231967120395,0.17569193742478942,0.11388531555763458,0.14430885482259956
7,5,1,1100-1159,1,1,59,90,Comair Inc.,19534,24403,8305,2006675,1245396,0.0,8.999810569042966e-05,5,Douglas Municipal,35.219,-80.936,NONE,0.37,0.0,0.0,93.0,5.14,0.21429614485981308,0.18786731291566006,0.2109389724452486,0.15762740324070187
7,4,1,1400-1459,3,7,24,143,Southwest Airlines Co.,15391,117728,1329,1908862,13382999,6.178236301460919e-05,9.889412309998219e-05,15,San Francisco International,37.619,-122.375,McCarran International,0.0,0.0,0.0,78.0,7.83,0.21594507669470558,0.20357578220235675,0.22800718132854578,0.2315238718116416
12,2,0,1000-1059,5,2,7,143,Southwest Airlines Co.,2716,113248,237,283617,13382999,6.178236301460919e-05,9.889412309998219e-05,19,Palm Beach International,26.682,-80.094,Long Island MacArthur,0.0,0.0,0.0,84.0,11.41,0.26403810805912964,0.18786731291566006,0.1997842391862735,0.18421052631578946
5,1,0,0900-0959,2,2,34,70,SkyWest Airlines Inc.,13575,70878,3954,1581456,3472966,3.419267401443636e-05,9.900278805864171e-05,1,Minneapolis-St Paul International,44.886,-93.218,Nashville International,0.0,0.0,0.0,88.0,16.11,0.17422367236723674,0.21273100616016427,0.19366788878704552,0.1314805371409145
3,7,0,1000-1059,5,2,70,129,American Eagle Airlines Inc.,27137,26361,5536,3103410,1204766,0.00034840766560500434,0.00010686715174900371,11,Chicago O'Hare International,41.978,-87.906,Port Columbus International,0.0,0.0,0.0,25.0,12.08,0.1448873729837277,0.13316761363636365,0.19147336426171813,0.1560448049439938
7,3,0,1500-1559,4,4,44,110,Delta Air Lines Inc.,14313,90457,5238,1486066,12460183,0.0001441658849878598,0.0001486602009422039,19,Detroit Metro Wayne County,42.217,-83.344,Douglas Municipal,0.0,0.0,0.0,81.0,7.16,0.19021873914984375,0.22574040219378427,0.2030270924776752,0.25547875927174646
8,3,0,1400-1459,1,3,76,140,American Airlines Inc.,27148,80820,13678,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,22,Dallas Fort Worth Regional,32.894,-97.03,Cleveland-Hopkins International,1.39,0.0,0.0,94.0,9.17,0.22821516863056462,0.2,0.22167235494880547,0.2318185767660092
2,4,0,0700-0759,5,1,6,157,Delta Air Lines Inc.,2320,67273,443,283617,12460183,0.0001441658849878598,0.0001486602009422039,16,Palm Beach International,26.682,-80.094,NONE,0.0,0.0,0.0,78.0,10.29,0.17639666400091397,0.18786731291566006,0.24498132827167882,0.10582268604310933
1,3,0,2100-2159,2,6,5,76,SkyWest Airlines Inc.,2294,62105,369,259669,3472966,3.419267401443636e-05,9.900278805864171e-05,3,Hollywood-Burbank Midpoint,34.2,-118.358,San Jose International,0.0,0.0,3.9,42.0,8.5,0.2080508474576271,0.12188612099644128,0.18060695780903036,0.22244828755510343
4,1,0,0600-0659,2,1,20,128,Southwest Airlines Co.,4035,110752,2387,525035,13382999,6.178236301460919e-05,9.889412309998219e-05,11,Sacramento International,38.696,-121.59,NONE,0.0,0.0,0.0,76.0,10.74,0.2157258332116643,0.18786731291566006,0.2379718670466495,0.0751314193287505
7,2,0,0800-0859,5,1,7,175,Southwest Airlines Co.,4310,117728,604,404265,13382999,6.178236301460919e-05,9.889412309998219e-05,6,Cleveland-Hopkins International,41.411,-81.849,NONE,0.05,0.0,0.0,91.0,8.5,0.21594507669470558,0.18786731291566006,0.20201193470140924,0.11304974765681326
5,2,0,1100-1159,3,4,59,90,Comair Inc.,19807,24260,8154,2006675,1245396,0.0,8.999810569042966e-05,5,Douglas Municipal,35.219,-80.936,Piedmont Triad International,0.0,0.0,0.0,82.0,7.38,0.17184807850775338,0.1690307328605201,0.1908767011272706,0.16332520358811128
9,1,0,1000-1059,9,1,34,154,United Air Lines Inc.,17615,51239,2320,2780593,8501631,0.00025380424062159367,0.00022898547349326266,11,Los Angeles International,33.942,-118.408,NONE,0.0,0.0,0.0,79.0,6.93,0.16761816443040542,0.18786731291566006,0.13711199423073972,0.11135296628254375
8,3,0,0700-0759,2,2,29,79,Mesa Airlines Inc.,14177,19375,1505,1827202,1191889,0.0,9.131157116170832e-05,15,Phoenix Sky Harbor International,33.436,-112.009,El Paso International,0.0,0.0,0.0,107.0,8.5,0.22756086357372532,0.16506717850287908,0.22167235494880547,0.09866934471503891
10,5,1,1800-1859,5,5,18,175,Southwest Airlines Co.,14630,115051,5242,1827202,13382999,6.178236301460919e-05,9.889412309998219e-05,2,Phoenix Sky Harbor International,33.436,-112.009,Seattle International,0.0,0.0,0.0,84.0,10.51,0.17932290605257795,0.14204275534441804,0.19371339610052635,0.22621527008463685
9,7,0,2000-2059,4,6,13,143,Southwest Airlines Co.,9403,107436,2333,1823051,13382999,6.178236301460919e-05,9.889412309998219e-05,19,Orlando International,28.432,-81.325,Nashville International,0.0,0.0,0.0,88.0,10.74,0.12482946793997271,0.13303036562693657,0.12687625287243925,0.1960197978964735
5,5,0,1600-1659,11,2,19,181,Alaska Airlines Inc.,12849,22451,275,1472200,2884187,3.233146156611231e-05,0.00017460144972655646,2,Logan International,42.364,-71.006,Seattle International,0.01,0.0,0.0,66.0,11.63,0.13524590163934427,0.14512123004139563,0.20697729916773558,0.27368563930865986
8,2,0,1400-1459,3,4,1,187,American Airlines Inc.,1487,80820,144,145475,11744595,9.82082928995461e-05,0.00017728721959309724,5,El Paso International,31.807,-106.377,Dallas Fort Worth Regional,0.0,0.0,0.0,100.0,9.4,0.22821516863056462,0.23468903307485361,0.21854794364701643,0.2318185767660092
5,1,0,0001-0559,6,1,6,176,American Airlines Inc.,25360,78894,12702,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,26,Dallas Fort Worth Regional,32.894,-97.03,NONE,0.0,0.0,0.0,89.0,16.55,0.25727301346271364,0.18786731291566006,0.19366788878704552,0.08339052848318462
6,4,0,2100-2159,5,6,92,149,Delta Air Lines Inc.,33994,87183,21122,4365661,12460183,0.0001441658849878598,0.0001486602009422039,27,Atlanta Municipal,33.641,-84.427,Norfolk International,0.03,0.0,0.0,77.0,5.82,0.20073005268776473,0.23045267489711935,0.2514772268506625,0.39018569617421134
7,3,1,1400-1459,3,4,78,76,Mesa Airlines Inc.,26639,19483,3687,2907365,1191889,0.0,9.131157116170832e-05,13,Dallas Fort Worth Regional,32.894,-97.03,Standiford Field,0.0,0.0,0.0,88.0,6.04,0.19484188462589994,0.18473074301295161,0.2030270924776752,0.2315238718116416
5,2,1,1200-1259,3,3,8,66,SkyWest Airlines Inc.,2371,70878,190,197188,3472966,3.419267401443636e-05,9.900278805864171e-05,13,Charleston International,32.899,-80.039,Detroit Metro Wayne County,0.0,0.0,0.0,82.0,7.16,0.17422367236723674,0.15297773174520973,0.1908767011272706,0.1914535084687176
10,2,0,2300-2359,7,4,11,160,American Airlines Inc.,11970,80161,632,1960746,11744595,9.82082928995461e-05,0.00017728721959309724,4,Seattle International,47.447,-122.306,Chicago O'Hare International,0.0,0.0,0.0,61.0,5.37,0.17208213717566603,0.16316264059607993,0.1350905059210216,0.14632379572618617
12,6,0,2000-2059,3,4,41,50,American Eagle Airlines Inc.,27188,26721,5330,3103410,1204766,0.00034840766560500434,0.00010686715174900371,14,Chicago O'Hare International,41.978,-87.906,Manhattan Regional,0.0,0.0,0.0,35.0,9.4,0.17687226304460774,0.18786731291566006,0.20042836207868334,0.28679990130767335
9,6,0,0900-0959,3,2,59,70,"Midwest Airline, Inc.",31713,27183,484,4365661,1529740,1.25293581928874e-06,0.00012382274422796983,14,Atlanta Municipal,33.641,-84.427,Newark Liberty International,0.0,0.0,0.0,96.0,9.4,0.11127403981726919,0.1820349761526232,0.1044504333891762,0.10255390597384234
3,2,0,0800-0859,5,2,9,76,"Midwest Airline, Inc.",5137,26929,501,573075,1529740,1.25293581928874e-06,0.00012382274422796983,2,Raleigh-Durham International,35.875,-78.782,Newark Liberty International,0.0,0.0,0.0,44.0,5.14,0.1388417599819025,0.2360094304504281,0.13286823228849365,0.10836054370111625
11,3,1,1300-1359,3,2,34,76,Endeavor Air Inc.,13490,20783,2388,1208249,1212846,0.0,9.351277617445623e-05,11,LaGuardia,40.779,-73.876,Piedmont Triad International,0.0,0.0,0.0,35.0,14.99,0.12111139521009119,0.1201923076923077,0.14749755226631342,0.15530731755327
3,5,0,0900-0959,1,2,4,162,JetBlue Airways,1195,25502,664,146009,3190369,0.0001600389254787507,0.00012686617611396965,14,Long Beach Daugherty Field,33.818,-118.151,Portland International,0.0,0.0,0.0,59.0,15.88,0.2504074856625415,0.11981159846923756,0.20171141658757616,0.13915463558879806
5,4,0,1100-1159,2,2,26,76,Endeavor Air Inc.,10815,20860,1833,1680928,1212846,0.0,9.351277617445623e-05,11,John F. Kennedy International,40.639,-73.777,Detroit Metro Wayne County,0.8,0.0,0.0,68.0,6.04,0.15217574989438107,0.15297773174520973,0.2508514599700286,0.16332520358811128
12,3,0,0600-0659,3,1,40,76,Endeavor Air Inc.,27188,23119,166,3103410,1212846,0.0,9.351277617445623e-05,12,Chicago O'Hare International,41.978,-87.906,NONE,0.0,0.0,0.0,43.0,12.08,0.18149980966882376,0.18786731291566006,0.1962651650035195,0.08193870057588992
12,4,0,1400-1459,3,2,13,178,Spirit Air Lines,8974,17201,764,1093478,2688839,9.173723925704242e-06,0.00012465107307156237,5,Friendship International,39.176,-76.671,Austin - Bergstrom International,0.0,0.0,0.0,38.0,4.7,0.18163480091212067,0.17435635992862605,0.18161763307532852,0.23846050329699905
12,5,0,1200-1259,2,3,52,70,Atlantic Southeast Airlines,27188,10970,1362,3103410,473794,0.0,0.0001998053656534928,0,Chicago O'Hare International,41.978,-87.906,Cincinnati/Northern Kentucky International,0.0,0.0,0.0,37.0,7.16,0.24355440246473165,0.19127134724857686,0.19076899719122448,0.2109591375857514
10,7,0,0600-0659,3,1,30,160,American Airlines Inc.,22355,80161,851,2743323,11744595,9.82082928995461e-05,0.00017728721959309724,7,Stapleton International,39.774,-104.88,NONE,0.0,0.0,0.0,53.0,19.91,0.17208213717566603,0.18786731291566006,0.1653708598973721,0.0585253967666753
9,5,0,1000-1059,5,2,17,175,Southwest Airlines Co.,4782,107436,4317,589072,13382999,6.178236301460919e-05,9.889412309998219e-05,6,William P Hobby,29.645,-95.279,Port Columbus International,0.08,0.0,0.0,86.0,7.38,0.12482946793997271,0.11653313911143481,0.16524705156864256,0.11135296628254375
12,7,1,1700-1759,2,6,11,50,Endeavor Air Inc.,3747,23119,899,364314,1212846,0.0,9.351277617445623e-05,15,Cincinnati/Northern Kentucky International,39.048,-84.669,Friendship International,0.15,0.0,0.0,39.0,5.82,0.18149980966882376,0.26209223847019125,0.226980167528948,0.2622231253810201
5,4,0,1000-1059,1,3,6,143,Southwest Airlines Co.,1806,113709,982,216694,13382999,6.178236301460919e-05,9.889412309998219e-05,18,Ontario International,34.056,-117.601,Stapleton International,0.0,0.0,0.0,67.0,6.93,0.24861999587288486,0.24731778223852702,0.2508514599700286,0.1560421052631579
3,5,1,1400-1459,3,4,5,76,American Eagle Airlines Inc.,1551,26361,113,126323,1204766,0.00034840766560500434,0.00010686715174900371,4,Birmingham Airport,33.563,-86.756,Sarasota/Bradenton Airport,0.02,0.0,0.0,73.0,12.53,0.1448873729837277,0.18786731291566006,0.20171141658757616,0.21026414404533406
1,2,1,1400-1459,9,2,62,180,Delta Air Lines Inc.,30842,73508,18809,4365661,12460183,0.0001441658849878598,0.0001486602009422039,5,Atlanta Municipal,33.641,-84.427,Portland International,0.0,0.0,0.0,65.0,8.05,0.13069101473334716,0.11204819277108434,0.15948943442579175,0.21071528490161334
11,3,0,1200-1259,8,3,34,160,Delta Air Lines Inc.,17358,79989,2792,2780593,12460183,0.0001441658849878598,0.0001486602009422039,19,Los Angeles International,33.942,-118.408,Seattle International,0.0,0.0,0.0,68.0,5.14,0.10088231967120395,0.14807000124115677,0.14749755226631342,0.14430885482259956
9,3,0,1100-1159,6,3,10,143,Southwest Airlines Co.,9688,107436,619,1297685,13382999,6.178236301460919e-05,9.889412309998219e-05,12,Philadelphia International,39.868,-75.249,Atlanta Municipal,0.06,0.0,0.0,90.0,9.4,0.12482946793997271,0.10023823436867892,0.1282981267437226,0.11839268776407692
8,7,0,1200-1259,2,2,27,76,Mesa Airlines Inc.,6059,19375,2105,780326,1191889,0.0,9.131157116170832e-05,4,Washington Dulles International,38.942,-77.458,Huntsville International-Carl T Jones Field,0.0,0.0,0.0,92.0,5.82,0.22756086357372532,0.18786731291566006,0.19651916171077882,0.18210098109595596
2,6,0,1100-1159,3,2,40,76,SkyWest Airlines Inc.,8345,56790,3336,1065782,3472966,3.419267401443636e-05,9.900278805864171e-05,12,Salt Lake City International,40.784,-111.967,Chicago O'Hare International,0.0,0.0,0.0,36.0,10.51,0.23924894003634162,0.27615036459642944,0.16393883923764402,0.2068757235616852
